player,x,y
rodri,33.5,33.3
rodri,52.5,12.3
rodri,81.1,42.3
rodri,59.1,32.9
rodri,35.9,58.1
rodri,49.4,42.6
rodri,51.7,24.6
rodri,37.0,29.5
rodri,52.8,17.0
rodri,64.4,21.5
rodri,57.5,31.9
rodri,49.5,34.9
rodri,55.4,28.9
rodri,49.9,56.8
rodri,45.5,23.4
rodri,42.6,21.1
rodri,24.3,27.3
rodri,46.6,28.2
rodri,49.5,19.2
rodri,35.7,42.6
rodri,67.6,15.5
yamal,87.4,27.1
yamal,66.7,1.9
yamal,77.2,11.5
yamal,72.9,17.9
yamal,55.6,22.8
yamal,77.2,5.3
yamal,62.8,13.5
yamal,74.7,25.0
yamal,67.3,8.9
yamal,90.9,14.2
yamal,78.5,15.6
yamal,61.5,18.6
yamal,73.4,8.9
yamal,80.3,16.8
yamal,86.9,6.6
yamal,75.0,17.5
yamal,78.1,3.1
yamal,62.2,28.9
yamal,92.9,13.8
yamal,82.1,19.4
yamal,77.9,0.5
yamal,77.0,8.5
yamal,75.8,5.2
yamal,90.1,16.6
yamal,82.1,32.5
yamal,66.5,18.5
yamal,72.7,23.4
yamal,48.6,10.5
yamal,75.5,8.2
yamal,77.8,11.9
yamal,98.7,6.9
yamal,53.3,18.9
yamal,72.4,6.5
yamal,66.8,13.7
yamal,79.3,17.3
yamal,72.9,18.3
yamal,70.6,25.1
yamal,90.7,21.9
yamal,89.4,14.2
yamal,58.0,12.1
yamal,92.6,28.5
yamal,68.3,18.7
yamal,71.3,22.1
yamal,73.4,3.6
yamal,88.6,30.0
yamal,64.7,4.8
yamal,77.9,7.2
yamal,87.2,11.0
yamal,68.5,15.6
yamal,81.4,3.5
yamal,83.0,5.8
yamal,82.1,15.7
yamal,63.0,5.5
yamal,78.8,22.1
yamal,67.1,0.5
yamal,41.6,15.7
yamal,65.0,8.9
yamal,91.5,22.3
yamal,84.7,2.9
yamal,83.9,14.8
yamal,77.1,36.1
yamal,45.3,0.5
yamal,90.1,30.7
yamal,69.7,5.9
yamal,79.1,17.1
yamal,84.7,3.6
yamal,73.1,7.3
yamal,83.2,15.2
yamal,68.6,5.8
yamal,80.3,9.4
yamal,69.8,8.0
yamal,66.0,11.2
yamal,86.8,14.2
yamal,66.0,10.0
yamal,89.5,20.8
yamal,73.6,5.7
yamal,87.1,17.5
yamal,70.6,7.7
yamal,75.7,39.3
yamal,84.1,15.2
yamal,56.7,16.9
yamal,64.6,2.5
yamal,74.4,3.6
yamal,74.8,19.7
yamal,82.1,6.9
yamal,82.9,14.3
yamal,88.5,16.4
yamal,92.6,32.3
yamal,57.4,15.3
yamal,66.4,16.0
yamal,87.9,8.5
yamal,73.6,10.9
yamal,61.3,12.6
yamal,89.4,1.6
yamal,84.5,24.6
yamal,56.8,12.3
yamal,67.6,37.6
yamal,84.9,3.0
yamal,66.6,8.5
yamal,76.6,16.4
yamal,76.8,18.9
yamal,96.7,5.8
yamal,61.9,21.2
yamal,89.7,22.4
yamal,73.5,7.7
yamal,80.1,17.0
yamal,67.6,10.2
yamal,79.9,12.7
yamal,79.8,15.9
yamal,83.8,10.1
yamal,86.6,30.8
yamal,68.7,3.0
yamal,72.4,22.9
yamal,68.5,16.4
yamal,90.7,19.4
yamal,79.4,22.3
yamal,85.8,14.8
yamal,91.9,16.1
yamal,75.3,10.4
yamal,50.8,18.0
yamal,79.6,29.6
yamal,70.3,6.5
yamal,99.5,16.2
yamal,47.1,3.9
yamal,73.7,18.6
yamal,97.1,24.5
yamal,71.1,16.2
yamal,76.5,15.0
yamal,100.3,10.0
yamal,78.8,33.8
yamal,87.3,19.2
yamal,77.0,25.7
yamal,72.3,16.3
yamal,79.3,27.4
yamal,92.3,16.1
yamal,100.9,8.9
yamal,66.3,16.8
yamal,82.6,6.0
yamal,62.0,21.1
yamal,96.6,22.5
yamal,79.9,14.4
yamal,78.5,23.1
yamal,56.4,14.8
yamal,59.0,25.6
yamal,85.0,26.9
yamal,60.4,11.5
yamal,58.1,11.2
yamal,95.7,7.4
yamal,68.1,22.7
yamal,47.7,2.1
yamal,73.5,3.4
yamal,89.1,12.6
yamal,75.4,25.3
yamal,77.4,7.9
yamal,63.2,0.5
yamal,77.7,17.2
yamal,78.8,19.8
yamal,79.5,0.8
yamal,61.7,0.5
yamal,62.8,28.3
yamal,56.9,20.2
yamal,75.1,3.4
yamal,66.0,23.8
yamal,71.8,3.6
yamal,84.5,26.3
yamal,69.3,13.2
yamal,60.2,11.5
yamal,55.8,30.1
yamal,84.3,21.9
yamal,63.3,14.1
yamal,75.2,41.1
yamal,73.1,6.8
yamal,86.9,4.7
yamal,63.1,27.5
yamal,80.0,30.0
yamal,87.5,0.5
yamal,72.9,15.4
yamal,74.0,35.4
yamal,81.3,32.3
yamal,67.3,13.5
yamal,66.4,6.0
yamal,61.9,5.6
yamal,71.7,7.5
yamal,95.7,11.6
yamal,81.5,11.9
yamal,77.4,7.3
yamal,93.3,14.0
yamal,76.6,14.0
yamal,45.1,11.3
yamal,78.1,14.0
yamal,75.8,27.9
yamal,101.2,4.6
yamal,79.2,14.3
yamal,81.4,19.3
yamal,28.5,6.5
yamal,93.4,18.3
yamal,104.0,31.6
yamal,65.2,17.2
yamal,67.7,31.7
yamal,78.6,8.2
yamal,66.0,36.2
yamal,84.2,21.5
yamal,73.9,25.7
yamal,75.1,17.9
yamal,61.0,7.0
yamal,64.6,12.3
yamal,91.6,20.2
yamal,90.3,19.5
yamal,56.6,2.9
yamal,87.9,13.1
yamal,63.1,23.6
yamal,92.9,18.6
yamal,83.7,13.1
yamal,65.3,7.4
yamal,91.3,19.5
yamal,90.3,26.2
yamal,53.8,19.9
yamal,58.9,11.1
yamal,79.5,10.1
yamal,79.9,7.6
yamal,82.9,19.3
yamal,61.9,9.2
yamal,81.2,5.8
yamal,53.5,12.3
yamal,82.4,9.1
yamal,81.8,20.6
yamal,84.6,29.0
yamal,64.7,14.8
yamal,75.9,23.6
yamal,54.3,8.1
yamal,88.4,13.4
yamal,70.5,10.6
yamal,81.8,10.3
yamal,78.7,6.2
yamal,97.0,19.7
yamal,57.0,2.9
yamal,57.5,6.2
yamal,91.4,12.3
yamal,71.6,9.7
yamal,92.2,11.6
yamal,77.5,21.9
yamal,81.4,16.2
yamal,74.2,8.5
yamal,68.9,13.4
yamal,81.3,10.4
yamal,69.7,28.7
yamal,78.6,28.9
yamal,71.7,3.6
yamal,60.5,9.2
yamal,90.3,14.6
yamal,71.8,5.5
yamal,84.1,6.6
yamal,64.0,0.8
yamal,75.4,17.2
yamal,65.9,14.9
yamal,93.4,11.6
yamal,71.5,16.6
yamal,89.2,16.5
yamal,60.9,16.7
yamal,66.6,4.7
yamal,88.8,21.3
yamal,94.1,18.4
yamal,70.9,11.1
yamal,95.1,28.6
yamal,69.7,33.0
yamal,43.8,12.8
yamal,98.0,18.8
yamal,82.3,16.2
yamal,85.9,11.4
yamal,53.5,0.5
yamal,46.9,11.6
yamal,67.5,15.2
yamal,95.8,11.3
yamal,59.9,14.4
yamal,100.2,21.2
yamal,84.0,26.0
yamal,91.7,3.5
yamal,74.3,16.9
yamal,89.5,14.2
yamal,74.7,5.5
yamal,63.1,12.7
yamal,64.8,10.1
yamal,49.4,16.8
yamal,74.1,9.2
yamal,77.0,21.3
yamal,73.2,5.9
yamal,81.7,16.1
yamal,94.2,11.8
yamal,79.8,5.1
yamal,64.2,38.9
yamal,54.6,26.3
yamal,79.1,18.7
yamal,57.6,9.1
yamal,74.7,9.7
yamal,61.6,13.3
yamal,71.2,31.3
yamal,93.1,22.7
yamal,62.0,25.6
yamal,61.0,13.8
yamal,63.2,15.0
yamal,63.9,32.8
yamal,83.2,0.5
yamal,63.6,32.9
yamal,91.3,25.6
yamal,74.6,10.4
yamal,79.6,15.4
yamal,93.8,18.2
yamal,63.0,13.8
yamal,83.5,16.7
yamal,69.0,6.8
yamal,52.7,34.5
yamal,68.9,9.3
yamal,73.6,9.7
yamal,93.9,16.4
yamal,72.5,13.0
yamal,73.6,17.6
yamal,61.4,14.1
yamal,65.0,15.7
yamal,74.1,22.9
yamal,89.5,12.1
yamal,67.5,8.6
yamal,70.4,16.9
yamal,98.8,11.0
yamal,87.9,25.2
yamal,74.8,13.7
yamal,74.8,15.1
yamal,57.6,14.6
yamal,94.6,17.8
yamal,93.6,20.0
yamal,77.2,8.4
yamal,70.3,0.5
yamal,84.2,18.0
yamal,71.1,5.1
yamal,77.0,8.7
yamal,61.3,7.0
yamal,101.0,23.7
yamal,58.0,8.4
yamal,68.1,15.6
yamal,73.7,11.2
yamal,90.7,16.1
yamal,80.3,0.5
yamal,68.2,0.5
yamal,55.3,10.9
yamal,83.8,23.5
yamal,61.3,16.7
yamal,75.0,17.0
yamal,93.0,32.3
yamal,60.9,7.3
yamal,55.4,13.3
yamal,52.6,21.2
yamal,71.4,6.9
yamal,73.4,23.8
yamal,61.3,19.2
yamal,76.2,16.8
yamal,85.4,13.4
yamal,78.7,7.4
yamal,87.0,11.1
yamal,79.1,16.7
yamal,61.3,18.6
yamal,52.3,23.4
yamal,80.1,14.6
yamal,66.7,39.6
yamal,80.6,13.1
yamal,70.0,7.3
yamal,52.3,4.3
yamal,79.9,9.8
yamal,77.4,39.4
yamal,61.8,20.1
yamal,82.5,18.2
yamal,86.9,24.1
yamal,83.0,18.7
yamal,71.3,7.0
yamal,74.9,18.8
yamal,92.7,4.0
yamal,91.4,19.5
yamal,86.1,23.5
yamal,96.2,14.3
yamal,73.1,7.0
yamal,82.8,12.4
yamal,89.1,19.3
yamal,62.6,18.2
yamal,99.6,29.0
yamal,68.9,2.4
yamal,64.3,0.5
yamal,90.7,11.2
yamal,92.7,14.2
yamal,94.6,24.3
yamal,89.0,23.1
yamal,64.9,0.5
yamal,72.2,13.5
yamal,64.6,14.7
yamal,91.9,20.5
yamal,80.2,10.2
yamal,61.1,4.8
yamal,71.1,16.1
yamal,82.9,6.2
yamal,62.6,18.1
yamal,43.2,11.3
yamal,86.8,21.4
yamal,63.0,13.5
yamal,63.1,9.0
yamal,87.0,23.4
yamal,79.9,17.5
yamal,85.9,3.0
yamal,88.1,22.7
yamal,84.1,30.2
yamal,53.4,4.6
yamal,59.7,7.9
yamal,72.9,8.5
yamal,55.4,10.8
yamal,95.8,15.2
yamal,92.0,15.4
yamal,69.5,18.9
yamal,75.6,36.9
yamal,85.5,13.9
yamal,59.7,15.0
yamal,98.0,26.6
yamal,69.1,6.1
yamal,64.1,17.5
yamal,73.8,34.4
oyarzabal,82.9,24.7
oyarzabal,81.8,31.5
oyarzabal,80.6,35.5
oyarzabal,83.1,32.8
oyarzabal,89.7,53.6
oyarzabal,87.8,32.9
oyarzabal,76.5,32.6
oyarzabal,72.7,28.9
oyarzabal,77.4,25.8
oyarzabal,73.4,23.7
oyarzabal,84.7,23.7
oyarzabal,55.3,35.1
oyarzabal,55.1,35.5
oyarzabal,70.6,37.3
oyarzabal,77.4,17.2
oyarzabal,84.3,19.9
oyarzabal,80.8,48.7
oyarzabal,66.4,25.3
oyarzabal,78.7,15.7
oyarzabal,94.7,35.6
oyarzabal,60.5,36.1
oyarzabal,62.7,24.1
oyarzabal,74.7,46.5
oyarzabal,96.8,33.3
oyarzabal,84.7,32.2
oyarzabal,78.5,41.1
oyarzabal,86.0,35.2
oyarzabal,95.0,26.5
oyarzabal,86.8,28.7
oyarzabal,76.1,32.6
oyarzabal,37.8,33.1
oyarzabal,81.8,46.8
oyarzabal,85.1,38.8
oyarzabal,95.3,34.4
oyarzabal,69.7,22.0
oyarzabal,55.9,30.5
oyarzabal,92.5,21.6
oyarzabal,85.1,28.1
oyarzabal,87.5,29.5
oyarzabal,54.2,25.5
oyarzabal,70.4,24.2
oyarzabal,61.2,24.3
oyarzabal,89.4,30.1
oyarzabal,82.6,17.4
oyarzabal,92.9,26.1
oyarzabal,75.5,45.6
oyarzabal,45.2,22.8
oyarzabal,86.4,40.1
oyarzabal,58.4,10.4
oyarzabal,88.4,27.3
oyarzabal,60.2,7.5
oyarzabal,52.5,23.5
oyarzabal,79.1,28.7
oyarzabal,65.5,13.7
oyarzabal,94.4,41.2
oyarzabal,81.3,33.8
oyarzabal,63.3,26.3
oyarzabal,88.6,25.1
oyarzabal,73.0,20.5
oyarzabal,89.7,46.7
oyarzabal,79.2,41.1
oyarzabal,72.5,21.8
oyarzabal,62.8,51.5
oyarzabal,70.4,38.1
oyarzabal,85.5,29.1
oyarzabal,80.8,43.3
oyarzabal,85.1,61.6
oyarzabal,73.8,39.3
oyarzabal,103.5,21.7
oyarzabal,82.1,42.8
oyarzabal,77.8,35.0
oyarzabal,82.5,47.6
oyarzabal,73.5,34.1
oyarzabal,82.9,33.1
oyarzabal,93.2,37.1
oyarzabal,86.5,32.6
oyarzabal,83.0,24.6
oyarzabal,65.9,40.8
oyarzabal,50.1,16.5
oyarzabal,67.3,38.6
oyarzabal,81.9,29.5
oyarzabal,77.9,28.8
oyarzabal,87.4,34.6
oyarzabal,98.5,36.1
oyarzabal,96.7,24.4
oyarzabal,95.0,31.4
oyarzabal,73.7,49.0
oyarzabal,104.5,33.9
oyarzabal,96.4,30.0
oyarzabal,56.7,26.5
oyarzabal,51.1,28.4
oyarzabal,103.8,17.7
oyarzabal,83.0,48.7
oyarzabal,82.7,41.0
oyarzabal,74.1,14.5
oyarzabal,92.6,46.3
oyarzabal,85.4,19.9
oyarzabal,87.1,50.0
oyarzabal,79.0,44.9
oyarzabal,99.3,30.7
oyarzabal,77.5,25.5
oyarzabal,70.4,25.7
oyarzabal,76.2,38.5
oyarzabal,62.6,12.1
oyarzabal,65.8,30.9
oyarzabal,92.1,44.2
oyarzabal,65.8,23.2
oyarzabal,82.5,30.6
oyarzabal,85.7,29.8
oyarzabal,65.5,26.4
oyarzabal,79.1,39.0
oyarzabal,84.3,36.0
oyarzabal,91.9,28.8
oyarzabal,88.0,24.8
oyarzabal,71.8,44.7
oyarzabal,78.4,38.4
oyarzabal,82.3,35.9
oyarzabal,58.4,37.1
oyarzabal,89.6,46.8
oyarzabal,93.4,35.0
oyarzabal,68.0,23.6
oyarzabal,89.4,27.8
oyarzabal,90.4,32.3
oyarzabal,91.5,32.6
oyarzabal,72.5,8.1
oyarzabal,104.5,38.2
oyarzabal,92.0,46.5
oyarzabal,69.5,34.3
oyarzabal,93.7,45.8
oyarzabal,62.9,19.8
oyarzabal,76.5,43.5
oyarzabal,70.7,26.8
oyarzabal,71.8,26.1
oyarzabal,73.8,48.7
oyarzabal,40.2,28.3
oyarzabal,77.7,32.5
oyarzabal,81.2,44.3
oyarzabal,89.6,18.4
oyarzabal,79.8,30.7
oyarzabal,91.4,34.4
oyarzabal,74.7,42.7
oyarzabal,87.4,45.2
oyarzabal,79.1,31.5
oyarzabal,77.6,18.6
oyarzabal,86.2,39.2
oyarzabal,85.4,17.1
oyarzabal,88.2,34.1
oyarzabal,64.3,35.8
oyarzabal,104.2,20.2
oyarzabal,102.3,37.9
oyarzabal,88.1,21.4
oyarzabal,80.7,49.3
oyarzabal,87.8,28.4
oyarzabal,66.2,15.8
oyarzabal,85.2,49.1
oyarzabal,95.8,25.9
oyarzabal,90.8,62.4
oyarzabal,61.0,39.2
oyarzabal,77.5,51.1
oyarzabal,93.1,41.9
oyarzabal,75.0,9.4
oyarzabal,92.0,32.0
oyarzabal,68.4,23.4
oyarzabal,32.8,29.5
oyarzabal,68.7,27.9
oyarzabal,73.2,42.4
oyarzabal,85.1,26.2
oyarzabal,84.5,43.1
oyarzabal,84.1,26.6
oyarzabal,69.0,34.3
oyarzabal,57.9,24.8
oyarzabal,88.9,38.5
oyarzabal,80.1,48.0
oyarzabal,93.1,38.1
oyarzabal,81.9,35.4
oyarzabal,87.1,26.9
oyarzabal,93.9,42.3
oyarzabal,85.1,38.0
oyarzabal,83.1,43.5
oyarzabal,99.2,28.4
oyarzabal,82.6,25.1
oyarzabal,88.5,39.8
oyarzabal,74.0,52.5
oyarzabal,90.8,30.8
oyarzabal,63.5,23.9
oyarzabal,61.4,23.6
oyarzabal,61.3,29.4
oyarzabal,61.7,34.9
oyarzabal,54.0,13.7
oyarzabal,79.2,20.8
oyarzabal,80.5,35.5
oyarzabal,100.4,39.9
oyarzabal,80.8,53.3
oyarzabal,75.3,46.4
oyarzabal,86.0,28.4
oyarzabal,74.2,48.0
oyarzabal,46.4,14.7
oyarzabal,82.0,25.3
oyarzabal,94.6,31.1
oyarzabal,91.8,28.2
oyarzabal,75.9,37.3
oyarzabal,102.3,24.4
oyarzabal,74.1,20.4
oyarzabal,80.9,41.7
oyarzabal,92.6,35.3
oyarzabal,51.8,37.7
oyarzabal,52.4,32.4
oyarzabal,82.3,44.3
oyarzabal,91.2,42.7
oyarzabal,78.8,40.1
oyarzabal,58.5,24.0
oyarzabal,89.5,48.7
oyarzabal,65.0,18.5
oyarzabal,67.6,21.8
oyarzabal,78.9,23.1
oyarzabal,93.7,35.5
oyarzabal,79.9,32.8
oyarzabal,80.1,32.8
oyarzabal,83.5,39.6
oyarzabal,48.2,31.7
oyarzabal,59.0,39.3
oyarzabal,82.8,45.0
oyarzabal,85.3,34.5
oyarzabal,82.7,32.3
oyarzabal,59.0,23.0
oyarzabal,73.6,29.6
oyarzabal,69.8,26.6
oyarzabal,89.6,23.5
oyarzabal,79.8,17.3
oyarzabal,68.6,26.3
oyarzabal,55.1,30.0
oyarzabal,94.1,34.1
oyarzabal,77.7,39.8
oyarzabal,65.4,10.5
oyarzabal,66.5,54.1
oyarzabal,73.7,25.7
oyarzabal,77.7,44.6
oyarzabal,48.8,31.1
oyarzabal,84.4,42.1
oyarzabal,89.9,28.7
oyarzabal,69.1,22.7
oyarzabal,84.3,43.4
oyarzabal,73.8,41.2
oyarzabal,79.4,31.3
oyarzabal,78.5,16.0
oyarzabal,87.5,38.1
oyarzabal,55.6,25.1
oyarzabal,96.0,41.9
oyarzabal,83.3,44.5
oyarzabal,78.9,48.7
oyarzabal,96.0,32.2
oyarzabal,85.1,53.1
oyarzabal,97.6,41.3
oyarzabal,80.4,35.9
oyarzabal,63.2,35.4
oyarzabal,88.6,19.7
oyarzabal,73.3,24.6
oyarzabal,77.5,32.2
oyarzabal,62.5,56.9
oyarzabal,85.9,32.0
