player,x,y
Pedri,75.6,18.4
Pedri,93.1,65.1
Pedri,82.8,10.5
Pedri,77.4,49.4
Pedri,104.5,67.7
Pedri,66.2,46.0
Pedri,104.5,67.7
Pedri,75.7,52.3
Pedri,78.3,15.6
Pedri,79.4,20.8
Pedri,91.9,8.5
Pedri,78.5,10.2
Pedri,81.1,10.2
Pedri,70.3,33.5
Pedri,76.6,37.1
Pedri,69.4,29.5
Pedri,68.3,30.9
Pedri,77.4,25.1
Pedri,65.7,48.3
Pedri,78.4,17.8
Pedri,77.1,23.2
Pedri,91.0,52.1
Pedri,104.5,67.7
Pedri,40.7,45.2
Pedri,45.7,34.2
Pedri,45.7,34.2
Pedri,79.0,35.6
Pedri,76.1,30.2
Pedri,74.6,24.6
Pedri,50.3,23.0
Pedri,61.9,25.2
Pedri,75.1,26.9
Pedri,73.4,38.6
Pedri,86.5,48.6
Pedri,94.0,45.3
Pedri,91.9,46.5
Pedri,67.5,45.9
Pedri,81.9,4.5
Pedri,80.5,5.8
Pedri,74.7,26.3
Pedri,82.2,34.7
Pedri,75.8,26.0
Pedri,76.0,25.1
Pedri,80.6,18.0
Pedri,89.0,15.3
Pedri,83.6,6.2
Pedri,78.8,9.8
Pedri,78.1,24.0
Pedri,76.1,45.5
Pedri,71.9,55.6
Pedri,34.8,59.9
Pedri,70.6,47.5
Pedri,77.5,53.7
Pedri,71.9,46.3
Pedri,58.5,56.4
Pedri,78.7,47.1
Pedri,75.2,45.9
Pedri,89.1,56.5
Pedri,76.4,52.0
Pedri,60.7,43.4
Pedri,66.0,15.1
Pedri,104.5,0.3
Pedri,67.1,9.5
Pedri,73.6,36.0
Pedri,79.4,18.2
Pedri,78.7,17.0
Pedri,69.8,34.6
Pedri,46.7,19.7
Pedri,77.3,19.0
Marcos Llorente,75.8,62.8
Marcos Llorente,85.9,63.3
Marcos Llorente,77.8,63.0
Marcos Llorente,74.6,65.1
Marcos Llorente,57.5,57.7
Marcos Llorente,61.0,52.8
Marcos Llorente,46.4,58.9
Marcos Llorente,48.4,54.2
Marcos Llorente,37.5,62.2
Marcos Llorente,42.5,55.2
Marcos Llorente,32.1,62.4
Marcos Llorente,74.4,63.3
Marcos Llorente,63.1,68.0
Marcos Llorente,64.2,63.0
Marcos Llorente,70.8,49.3
Marcos Llorente,65.7,64.9
Marcos Llorente,71.3,58.9
Marcos Llorente,49.4,61.8
Marcos Llorente,59.3,62.8
Marcos Llorente,59.4,63.3
Marcos Llorente,77.6,63.9
Marcos Llorente,103.4,48.6
Marcos Llorente,82.0,63.0
Marcos Llorente,74.7,63.7
Marcos Llorente,45.2,59.5
Marcos Llorente,74.7,61.6
Marcos Llorente,31.9,54.8
Marcos Llorente,54.0,54.8
Marcos Llorente,30.5,68.0
Marcos Llorente,57.4,61.4
Marcos Llorente,71.1,64.6
Marcos Llorente,57.2,58.7
Marcos Llorente,75.6,61.8
Marcos Llorente,58.7,62.6
Marcos Llorente,17.4,49.0
Marcos Llorente,13.7,56.8
Marcos Llorente,79.8,62.6
Marcos Llorente,77.9,61.6
Marcos Llorente,36.7,58.4
Marcos Llorente,36.7,58.4
Marcos Llorente,42.7,61.4
Marcos Llorente,44.8,63.3
Marcos Llorente,46.6,61.8
Marcos Llorente,72.8,60.2
Marcos Llorente,84.2,60.3
Marcos Llorente,40.2,52.2
Marcos Llorente,70.3,63.3
Marcos Llorente,91.5,62.0
Marcos Llorente,59.0,58.5
Marcos Llorente,58.9,63.2
Marcos Llorente,45.3,57.4
Marcos Llorente,98.4,51.6
Marcos Llorente,62.8,64.1
Marcos Llorente,70.1,63.3
Marcos Llorente,84.1,62.8
Marcos Llorente,79.2,61.6
Marcos Llorente,100.5,52.0
Marcos Llorente,64.7,55.7
Marcos Llorente,70.8,62.2
Marcos Llorente,62.2,60.5
Marcos Llorente,67.3,63.0
Marcos Llorente,62.6,61.2
Marcos Llorente,46.7,63.9
Marcos Llorente,58.5,62.4
Marcos Llorente,77.0,64.1
Marcos Llorente,80.8,68.0
Marcos Llorente,56.0,35.3
Marcos Llorente,57.4,49.3
Marcos Llorente,51.5,63.7
Marcos Llorente,73.0,56.3
Marcos Llorente,93.5,60.4
Marcos Llorente,78.3,64.1
Marcos Llorente,74.5,52.9
Marcos Llorente,70.6,60.1
Marcos Llorente,45.0,56.3
Marcos Llorente,46.8,68.0
Marcos Llorente,92.1,63.0
Marcos Llorente,98.1,64.7
Marcos Llorente,94.1,56.7
Marcos Llorente,95.1,52.9
Marcos Llorente,102.7,56.9
Marcos Llorente,76.9,68.0
Marcos Llorente,81.4,53.7
Marcos Llorente,77.6,63.2
Marcos Llorente,91.9,51.0
Marcos Llorente,76.3,61.0
Marcos Llorente,75.2,60.6
Marcos Llorente,84.2,60.2
Marcos Llorente,87.5,50.7
Marcos Llorente,69.2,64.3
Marcos Llorente,59.7,59.9
Marcos Llorente,79.9,57.9
Marcos Llorente,78.0,50.9
Marcos Llorente,95.6,47.2
Marcos Llorente,73.4,49.1
Marcos Llorente,76.9,47.7
Marcos Llorente,71.9,51.4
Marcos Llorente,76.5,49.1
Marcos Llorente,78.0,50.4
Marcos Llorente,27.4,58.8
Marcos Llorente,80.9,59.1
Marcos Llorente,91.7,52.8
Marcos Llorente,91.3,63.0
Marcos Llorente,64.4,63.5
Marcos Llorente,62.9,68.0
Marcos Llorente,70.8,68.0
Marcos Llorente,37.9,63.3
Marcos Llorente,43.5,68.0
Marcos Llorente,58.4,63.4
Marcos Llorente,68.1,28.0
Marcos Llorente,24.9,56.3
Fabián Ruiz,71.5,53.3
Fabián Ruiz,77.3,36.3
Fabián Ruiz,73.6,61.8
Fabián Ruiz,73.3,68.0
Fabián Ruiz,67.2,40.6
Fabián Ruiz,56.0,33.8
Fabián Ruiz,60.4,55.1
Fabián Ruiz,59.4,55.5
Fabián Ruiz,89.9,61.8
Fabián Ruiz,64.0,19.1
Fabián Ruiz,66.9,18.5
Fabián Ruiz,57.3,22.8
Fabián Ruiz,70.6,11.9
Fabián Ruiz,72.2,12.8
Fabián Ruiz,66.0,25.0
Fabián Ruiz,56.6,18.9
Fabián Ruiz,60.4,26.1
Fabián Ruiz,81.5,6.0
Fabián Ruiz,55.1,36.6
Fabián Ruiz,57.2,28.1
Fabián Ruiz,59.6,22.3
Fabián Ruiz,64.9,18.5
Fabián Ruiz,68.9,11.9
Fabián Ruiz,72.7,12.7
Fabián Ruiz,72.5,30.0
Fabián Ruiz,63.6,16.4
Fabián Ruiz,70.8,41.3
Fabián Ruiz,76.0,23.0
Fabián Ruiz,62.6,47.9
Fabián Ruiz,93.9,63.0
Fabián Ruiz,67.1,48.9
Fabián Ruiz,70.1,48.5
Fabián Ruiz,77.0,55.0
Fabián Ruiz,81.5,36.6
Fabián Ruiz,79.0,29.6
Fabián Ruiz,86.1,34.9
Fabián Ruiz,42.1,24.8
Fabián Ruiz,48.1,39.1
Fabián Ruiz,50.1,30.1
Fabián Ruiz,66.9,17.2
Fabián Ruiz,42.1,54.9
Fabián Ruiz,71.9,51.8
Fabián Ruiz,83.3,57.1
Fabián Ruiz,60.8,23.2
Fabián Ruiz,60.8,23.2
Fabián Ruiz,46.8,22.5
Fabián Ruiz,57.3,39.6
Fabián Ruiz,76.9,52.4
Fabián Ruiz,23.6,62.8
Fabián Ruiz,70.7,59.2
Fabián Ruiz,70.4,56.4
Fabián Ruiz,75.6,43.0
Fabián Ruiz,79.0,41.3
Fabián Ruiz,73.6,38.4
Fabián Ruiz,79.7,30.8
Fabián Ruiz,65.6,50.2
Fabián Ruiz,77.6,50.2
Fabián Ruiz,42.5,18.3
Fabián Ruiz,72.7,20.4
Fabián Ruiz,72.7,20.4
Fabián Ruiz,48.0,24.6
Fabián Ruiz,74.4,30.6
Fabián Ruiz,77.2,54.9
Fabián Ruiz,73.8,50.9
Fabián Ruiz,79.2,49.6
Fabián Ruiz,84.2,31.7
Fabián Ruiz,81.1,31.5
Fabián Ruiz,76.0,47.7
Fabián Ruiz,80.9,56.1
Fabián Ruiz,86.7,43.7
Fabián Ruiz,88.1,62.6
Fabián Ruiz,63.0,23.7
Fabián Ruiz,50.1,43.2
Fabián Ruiz,51.1,48.3
Fabián Ruiz,96.3,33.6
Fabián Ruiz,96.3,33.6
Fabián Ruiz,80.8,58.2
Fabián Ruiz,82.3,60.5
Fabián Ruiz,61.3,43.6
Fabián Ruiz,58.6,49.8
Fabián Ruiz,61.7,59.1
Fabián Ruiz,100.2,56.2
Fabián Ruiz,65.0,60.4
Fabián Ruiz,65.8,56.6
Fabián Ruiz,77.6,53.5
Fabián Ruiz,77.5,55.3
Fabián Ruiz,72.1,36.4
Fabián Ruiz,81.5,50.6
Fabián Ruiz,67.6,64.3
Fabián Ruiz,73.5,55.4
Fabián Ruiz,70.6,49.2
Fabián Ruiz,84.2,53.1
